NumID,Player ID,Year,Team,G,W,L,SV,HLD,HP,CG,SHO,PCT,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA
226,1005137,2020,SoftBank,19,9,2,0,0,0,0,0,0.818,479,119,83,10,49,2,102,2,0,32,31,2.34
227,1005137,2021,SoftBank,14,4,4,0,0,0,0,0,0.5,326,75.1,85,7,22,3,61,0,0,36,31,3.7
228,1005137,2022,SoftBank,23,10,6,0,0,0,1,1,0.625,542,136,114,14,37,1,94,3,0,47,47,3.11
229,1005137,2023,SoftBank,17,6,7,0,0,0,0,0,0.462,428,99.2,114,6,24,0,73,1,0,50,50,4.52
230,1005137,2024,SoftBank,11,3,2,0,0,0,0,0,0.6,232,56,53,7,11,1,39,0,0,22,21,3.38
231,1005137,2025,SoftBank,3,1,2,0,0,0,0,0,0.333,60,14.1,12,1,2,0,8,0,0,8,6,3.77
232,1605159,2024,Rakuten,1,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0
233,91695134,2017,Seibu,42,2,0,0,4,6,0,0,1,184,45,43,4,10,3,42,3,1,15,12,2.4
234,91695134,2018,Seibu,64,3,1,0,21,24,0,0,0.75,217,53,40,9,19,2,54,1,0,22,20,3.4
235,91695134,2019,Seibu,81,5,4,0,36,41,0,0,0.556,354,82.1,77,6,32,6,66,4,0,33,32,3.5
236,91695134,2020,Seibu,41,5,5,0,7,11,0,0,0.5,260,60.1,60,3,23,1,53,3,0,35,28,4.18
237,91695134,2021,Seibu,25,4,4,0,2,3,0,0,0.5,327,74.2,85,7,19,6,55,2,0,40,35,4.22
238,91695134,2022,Seibu,30,6,8,0,2,4,0,0,0.429,349,81,77,7,27,6,48,1,0,34,26,2.89
239,91695134,2023,Seibu,54,4,3,0,28,32,0,0,0.571,222,53,46,3,22,1,29,1,0,15,15,2.55
240,91695134,2024,Seibu,13,0,0,0,4,4,0,0,0,46,9.2,14,1,3,0,6,0,0,5,5,4.66
241,81285112,2006,ORIX,26,7,11,0,0,0,10,4,0.389,730,172.1,182,12,39,6,105,3,2,82,73,3.81
242,81285112,2007,ORIX,27,8,13,0,0,0,2,2,0.381,710,171.2,172,18,28,5,124,1,0,75,71,3.72
243,81285112,2009,ORIX,20,3,12,0,0,0,2,1,0.2,495,114.1,129,14,38,0,91,2,0,60,60,4.72
244,81285112,2010,ORIX,63,7,2,2,32,39,0,0,0.778,334,80.2,67,4,28,1,101,3,0,19,15,1.67
245,81285112,2011,ORIX,72,6,2,2,43,49,0,0,0.75,317,83.2,48,4,17,2,99,5,0,18,18,1.94
246,81285112,2012,ORIX,70,7,4,9,21,28,0,0,0.636,307,79.2,65,4,5,2,80,6,0,21,19,2.15
247,81285112,2013,ORIX,60,2,5,31,9,11,0,0,0.286,258,62.2,57,2,14,1,71,1,0,16,13,1.87
248,81285112,2014,ORIX,62,1,6,40,8,9,0,0,0.143,238,60.1,52,6,13,0,70,1,1,23,23,3.43
249,81285112,2015,ORIX,33,0,3,12,10,10,0,0,0,136,31,29,4,14,1,39,5,0,14,14,4.06
250,81285112,2016,ORIX,58,4,4,31,8,12,0,0,0.5,237,61,44,2,16,1,57,4,0,13,13,1.92
251,81285112,2017,ORIX,58,3,7,29,8,11,0,0,0.3,240,57.1,57,5,16,1,47,2,0,19,17,2.67
252,81285112,2021,ORIX,46,1,3,29,3,4,0,0,0.25,163,43,30,4,9,0,37,1,0,11,11,2.3
253,81285112,2022,ORIX,48,3,2,28,8,11,0,0,0.6,175,46,25,3,12,2,42,1,0,8,8,1.57
254,81285112,2023,ORIX,42,3,2,29,5,8,0,0,0.6,167,40,36,1,13,0,24,1,0,5,5,1.13
255,81285112,2024,ORIX,12,1,1,7,1,2,0,0,0.5,58,10.2,19,1,5,0,11,0,0,10,5,4.22
256,81285112,2025,ORIX,3,0,1,1,0,0,0,0,0,14,2.1,5,1,2,0,1,0,0,4,4,15.43
257,41645155,2022,Lotte,30,0,1,0,2,2,0,0,0,171,36.2,48,5,15,2,29,2,0,25,20,4.91
258,41645155,2023,Lotte,8,1,1,0,0,1,0,0,0.5,50,11,14,1,5,0,11,0,0,7,7,5.73
259,41645155,2024,Lotte,8,0,0,1,2,2,0,0,0,47,11.1,13,0,0,0,9,2,0,5,4,3.18
260,41645155,2025,Lotte,3,0,0,0,0,0,0,0,0,19,3,5,0,5,0,3,0,0,3,3,9
261,61665136,2020,ORIX,1,0,1,0,0,0,0,0,0,24,4,8,0,4,0,2,0,0,7,3,6.75
262,61665136,2021,ORIX,2,0,1,0,0,0,0,0,0,45,9.2,13,2,5,0,4,0,0,8,8,7.45
263,61665136,2022,ORIX,42,2,3,2,14,16,0,0,0.4,186,43.2,39,3,16,4,40,1,0,18,17,3.5
264,61665136,2023,ORIX,28,2,1,0,7,9,0,0,0.667,145,32.2,36,5,12,0,34,2,0,23,23,6.34
265,61665136,2024,ORIX,23,2,0,0,9,11,0,0,1,92,22,21,1,5,1,21,1,1,7,7,2.86
266,31835132,2016,Seibu,2,0,1,0,0,0,0,0,0,23,4.2,8,0,1,1,3,0,0,4,4,7.71
267,31835132,2017,Seibu,5,0,0,0,0,0,0,0,0,36,7.2,7,0,6,0,5,0,0,4,4,4.7
268,31835132,2018,Seibu,1,0,0,0,0,0,0,0,0,15,2.1,7,2,1,0,0,2,0,6,6,23.14
269,31835132,2019,Seibu,16,6,6,0,0,0,0,0,0.5,375,91.1,88,13,28,3,53,2,0,48,47,4.63
270,31835132,2020,Seibu,7,1,4,0,0,0,0,0,0.2,149,35.1,35,6,13,0,24,1,0,17,16,4.08
271,31835132,2021,Seibu,6,0,3,0,0,0,0,0,0,111,25.2,23,3,14,0,9,2,0,14,12,4.21
272,31835132,2022,Seibu,45,4,2,0,20,24,0,0,0.667,202,50.1,37,2,15,3,33,3,0,11,11,1.97
273,31835132,2023,Seibu,25,0,1,0,2,2,0,0,0,148,34.2,34,2,15,0,29,1,0,7,6,1.56
274,31835132,2024,Seibu,31,1,4,0,10,11,0,0,0.2,140,30.2,36,3,14,1,18,4,0,16,14,4.11
275,31835132,2025,ORIX,2,0,0,0,0,0,0,0,0,11,2,4,0,1,0,3,0,0,2,2,9
276,51855134,2017,Nippon-Ham,4,0,1,0,0,0,0,0,0,31,8,8,3,1,0,7,0,0,3,3,3.38
277,51855134,2018,Nippon-Ham,10,2,3,1,1,1,0,0,0.4,154,35.1,33,9,17,3,28,2,0,23,23,5.86
278,51855134,2019,Nippon-Ham,53,4,4,1,5,9,0,0,0.5,265,60.1,61,9,18,3,61,1,0,37,35,5.22
279,51855134,2020,Nippon-Ham,45,2,1,1,14,16,0,0,0.667,173,38.2,30,2,22,6,45,0,0,20,18,4.19
280,51855134,2021,Nippon-Ham,60,3,2,0,39,42,0,0,0.6,229,53.1,36,3,30,4,56,3,0,14,14,2.36
281,51855134,2022,Nippon-Ham,41,1,5,5,11,12,0,0,0.167,160,34,41,4,16,3,34,0,0,23,22,5.82
282,51855134,2023,Nippon-Ham,5,1,0,0,0,1,0,0,1,21,4,9,3,1,0,3,0,0,4,4,9
283,51855134,2024,Nippon-Ham,10,0,0,0,0,0,0,0,0,42,8.1,12,2,4,1,14,0,0,9,8,8.64
284,21625130,2016,Hiroshima,3,0,1,0,0,0,0,0,0,28,6.1,6,2,4,1,6,0,0,8,8,11.37
285,21625130,2019,Hiroshima,11,0,1,0,0,0,0,0,0,95,20.2,20,4,14,1,23,0,0,14,14,6.1
286,21625130,2020,Hiroshima,52,3,4,0,19,22,0,0,0.429,224,49.2,50,7,31,1,41,4,0,26,23,4.17
287,21625130,2021,Hiroshima,51,5,4,0,17,22,0,0,0.556,202,42.1,48,4,25,1,29,3,0,25,20,4.25
288,21625130,2022,Hiroshima,26,3,2,0,6,9,0,0,0.6,73,17.1,13,1,8,1,8,5,0,6,6,3.12
289,21625130,2023,Hiroshima,8,0,0,0,2,2,0,0,0,33,7,10,1,3,0,10,0,0,4,4,5.14
290,21625130,2024,Hiroshima,53,2,0,0,16,18,0,0,1,174,40,39,0,16,4,38,1,0,13,7,1.58
291,21625130,2025,Hiroshima,23,0,1,1,8,8,0,0,0,82,18,19,1,6,2,25,1,0,8,8,4
292,71875134,2019,Yomiuri,3,0,0,0,0,0,0,0,0,18,4.1,5,1,3,0,2,1,0,3,3,6.23
293,71875134,2020,Yomiuri,12,0,0,0,1,1,0,0,0,62,12.2,16,2,8,0,11,0,0,13,11,7.82
294,71875134,2023,Yomiuri,3,0,0,0,0,0,0,0,0,19,3.1,6,2,3,0,4,0,0,5,5,13.5
295,71875134,2024,DeNA,6,0,0,0,1,1,0,0,0,24,6,5,0,1,0,6,0,0,0,0,0
296,71875134,2025,DeNA,4,0,0,0,0,0,0,0,0,24,4.2,6,0,4,0,8,0,0,3,2,3.86
297,11815134,2017,Yakult,24,4,7,0,2,2,0,0,0.364,494,110.1,116,14,49,5,71,3,0,64,58,4.73
298,11815134,2018,Yakult,18,2,0,0,0,1,0,0,1,136,31.1,24,5,21,0,23,0,0,14,14,4.02
299,11815134,2019,Yakult,10,1,3,0,0,1,0,0,0.25,67,12.2,15,1,15,0,10,1,0,12,12,8.53
300,11815134,2020,Yakult,36,0,1,0,3,3,0,0,0,216,48,57,7,24,1,40,2,0,28,28,5.25
301,11815134,2021,Yakult,25,0,0,1,7,7,0,0,0,108,24.1,23,2,11,0,28,0,0,14,13,4.81
302,11815134,2022,Yakult,7,0,1,0,0,0,0,0,0,56,12.1,14,2,6,1,12,0,0,6,6,4.38
303,11815134,2023,Yakult,47,2,2,0,20,22,0,0,0.5,161,40,34,4,16,1,48,2,0,15,15,3.38
304,11815134,2024,Yakult,36,1,0,1,2,3,0,0,1,166,37.1,37,4,18,2,33,1,0,15,15,3.62
305,11815134,2025,Yakult,9,0,1,0,4,4,0,0,0,32,8.1,4,0,4,0,4,0,0,1,1,1.08
306,61865159,2024,Nippon-Ham,2,0,0,0,0,0,0,0,0,39,9.1,8,1,4,0,9,1,0,4,4,3.86
307,61865159,2025,Nippon-Ham,2,0,0,0,0,0,0,0,0,51,13,9,0,3,0,9,1,0,1,1,0.69
308,21625151,2022,Yomiuri,8,2,3,0,0,0,0,0,0.4,150,34.1,38,5,16,1,24,0,0,24,24,6.29
309,21625151,2023,Yomiuri,3,0,0,0,0,0,0,0,0,16,3.1,2,1,4,0,5,0,0,3,3,8.1
310,21625151,2024,Yomiuri,17,3,3,0,0,1,0,0,0.5,200,51.1,43,2,13,2,30,0,0,14,14,2.45
311,21625151,2025,Yomiuri,7,0,1,0,0,0,0,0,0,94,21.1,22,4,11,1,11,0,0,13,13,5.48
312,23725150,2025,Rakuten,3,1,0,0,0,0,0,0,1,72,17.1,18,0,3,0,12,0,0,4,4,2.08
313,31335132,2016,Nippon-Ham,37,0,1,0,4,4,0,0,0,174,42,39,6,10,2,27,3,0,18,18,3.86
314,31335132,2017,Nippon-Ham,17,0,1,0,0,0,0,0,0,94,22.2,19,7,7,0,13,1,0,14,13,5.16
315,31335132,2018,Nippon-Ham,31,1,1,1,7,8,0,0,0.5,129,32.2,26,0,9,0,28,1,0,11,9,2.48
316,31335132,2019,Nippon-Ham,32,1,0,1,7,8,0,0,1,131,32,28,3,7,2,19,0,0,9,9,2.53
317,31335132,2020,Nippon-Ham,29,1,0,0,2,3,0,0,1,113,26.1,27,5,8,2,18,0,0,14,12,4.1
318,31335132,2021,Nippon-Ham,43,1,2,0,11,12,0,0,0.333,151,38.2,24,4,10,2,33,0,0,11,8,1.86
319,31335132,2022,Nippon-Ham,23,2,0,1,6,8,0,0,1,112,24.1,34,3,4,2,27,1,0,14,14,5.18
320,31335132,2023,Nippon-Ham,5,0,0,0,0,0,0,0,0,23,5,6,0,3,0,2,1,0,3,3,5.4
321,31335132,2024,ORIX,32,1,2,0,3,4,0,0,0.333,134,32.1,29,0,11,2,25,0,0,15,15,4.18
322,31335132,2025,ORIX,4,0,0,0,0,0,0,0,0,21,3.2,7,0,2,0,1,1,0,5,3,7.36
323,71375150,2025,Hanshin,13,4,1,0,1,1,0,0,0.8,187,49.2,32,0,8,0,34,1,0,7,6,1.09
324,1105134,2018,Rakuten,15,1,5,0,4,4,0,0,0.167,206,42.2,60,4,21,0,24,5,0,33,28,5.91
325,1105134,2021,Nippon-Ham,18,3,10,0,1,1,0,0,0.231,364,82.1,88,11,35,5,52,4,0,42,36,3.94
326,1105134,2022,Nippon-Ham,4,1,3,0,0,0,0,0,0.25,71,16.1,15,0,6,0,11,1,0,7,6,3.31
327,1105134,2023,Nippon-Ham,51,1,5,0,25,26,0,0,0.167,195,50.1,33,5,12,2,45,1,0,18,16,2.86
328,1105134,2024,Nippon-Ham,29,2,1,0,15,17,0,0,0.667,93,23.2,14,4,9,2,22,2,0,10,10,3.8
329,1105134,2025,Nippon-Ham,19,0,2,0,12,12,0,0,0,75,18.1,17,1,2,0,11,2,0,5,5,2.45
330,31335134,2018,Seibu,15,5,5,0,0,0,1,0,0.5,345,78.2,74,11,35,6,65,4,1,45,42,4.81
331,31335134,2019,Seibu,23,7,9,0,0,0,1,1,0.438,596,135.1,127,16,72,5,105,7,1,74,65,4.32
332,31335134,2020,Seibu,19,3,4,0,0,1,0,0,0.429,310,61.2,72,5,52,5,44,2,0,49,42,6.13
333,31335134,2021,Seibu,25,8,8,0,0,0,3,1,0.5,682,158.1,123,15,99,11,137,11,0,66,58,3.3
334,31335134,2022,Seibu,9,5,1,0,0,0,0,0,0.833,246,59.2,37,3,34,5,61,1,0,16,16,2.41
335,31335134,2023,Seibu,19,10,5,0,0,0,2,1,0.667,533,133,87,11,61,8,130,4,0,38,34,2.3
336,31335134,2024,Seibu,25,10,8,0,0,0,2,1,0.556,712,173.1,132,8,70,5,187,8,0,52,45,2.34
337,31335134,2025,Seibu,10,5,1,0,0,0,1,0,0.833,281,76,37,2,22,1,78,0,0,7,7,0.83
338,31335135,2013,Yomiuri,3,1,1,0,0,0,0,0,0.5,69,17,18,2,4,0,14,0,0,4,4,2.12
339,31335135,2014,Yomiuri,13,2,1,0,1,1,0,0,0.667,172,36.1,47,9,14,2,19,3,0,29,25,6.19
340,31335135,2016,Yomiuri,16,3,4,0,0,0,0,0,0.429,346,77.1,87,11,36,2,60,3,0,49,48,5.59
341,31335135,2017,Yomiuri,3,0,2,0,0,0,0,0,0,34,6.1,12,1,3,1,6,0,0,5,4,5.68
342,31335135,2018,Yomiuri,13,6,2,0,0,0,1,1,0.75,328,77,80,8,26,3,51,2,0,34,33,3.86
343,31335135,2019,Yomiuri,17,3,2,0,0,0,0,0,0.6,349,81.2,82,9,26,8,54,1,0,39,37,4.08
344,31335135,2020,Yomiuri,12,5,2,0,0,0,0,0,0.714,260,62.2,53,8,21,2,55,0,0,23,22,3.16
345,31335135,2021,Yomiuri,17,3,4,0,0,1,1,1,0.429,274,63,66,5,22,3,59,0,0,21,19,2.71
346,31335135,2022,Yomiuri,55,2,4,0,21,23,0,0,0.333,227,53,45,3,22,4,34,1,0,24,21,3.57
347,31335135,2023,Yomiuri,24,0,0,0,2,2,0,0,0,119,26,29,1,11,1,13,1,0,12,11,3.81
348,31335135,2024,Yomiuri,7,0,0,0,0,0,0,0,0,30,8,6,0,1,1,7,0,0,2,2,2.25
349,51355151,2022,Yomiuri,7,1,1,0,0,0,0,0,0.5,106,24,28,4,7,0,27,0,0,18,16,6
350,51355151,2023,Yomiuri,4,0,1,0,0,0,0,0,0,60,12.1,21,2,3,1,11,0,0,15,15,10.95
351,51355151,2024,Yomiuri,25,8,5,0,2,3,0,0,0.615,413,101,87,5,27,3,99,3,0,33,31,2.76
352,51355151,2025,Yomiuri,9,3,4,0,0,0,0,0,0.429,227,56,52,3,10,0,56,0,0,20,16,2.57
353,71375151,2021,Seibu,4,0,0,0,0,0,0,0,0,28,4.1,9,1,6,0,5,0,0,5,5,10.38
354,61365153,2021,DeNA,4,0,4,0,0,0,0,0,0,80,18.1,22,4,5,1,14,1,1,18,16,7.85
355,61365153,2022,DeNA,57,5,1,0,10,15,0,0,0.833,262,63,49,4,26,1,69,2,0,23,21,3
356,61365153,2023,DeNA,32,1,1,0,7,8,0,0,0.5,136,30,29,0,16,2,32,1,0,11,9,2.7
357,61365153,2025,DeNA,21,1,1,11,2,3,0,0,0.5,80,20.1,10,2,7,1,20,0,0,3,3,1.33
358,41145151,2020,DeNA,33,3,1,0,4,7,0,0,0.75,143,35,28,2,12,2,39,0,0,9,7,1.8
359,41145151,2021,DeNA,39,0,1,0,6,6,0,0,0,144,35.1,30,0,15,1,38,2,0,11,11,2.8
360,41145151,2022,DeNA,71,3,3,1,39,42,0,0,0.5,269,68,52,1,17,5,69,2,0,14,13,1.72
361,41145151,2023,DeNA,58,4,6,2,33,37,0,0,0.4,212,50.1,54,6,16,0,43,0,0,21,18,3.22
362,41145151,2024,DeNA,37,2,3,0,18,20,0,0,0.4,129,32.1,28,5,5,2,28,1,0,13,13,3.62
363,41145151,2025,DeNA,17,0,0,3,12,12,0,0,0,57,15.1,9,0,3,0,20,0,0,3,3,1.76
364,11315130,2015,DeNA,12,2,6,0,0,0,0,0,0.25,300,71.2,67,6,26,1,58,3,0,23,23,2.89
365,11315130,2016,DeNA,25,9,4,0,0,0,0,0,0.692,608,153,128,21,36,1,132,5,1,53,53,3.12
366,11315130,2017,DeNA,18,6,6,0,0,0,0,0,0.5,436,106,90,10,34,0,103,6,0,43,40,3.4
367,11315130,2018,DeNA,23,3,7,0,0,2,0,0,0.3,408,92.1,95,16,34,5,87,2,0,62,51,4.97
368,11315130,2019,DeNA,40,4,1,0,10,11,0,0,0.8,285,71.1,59,7,21,0,78,2,0,19,17,2.14
369,11315130,2020,DeNA,50,1,4,0,25,26,0,0,0.2,176,42.2,32,1,14,1,46,3,0,15,12,2.53
370,11315130,2021,DeNA,33,1,2,0,2,3,0,0,0.333,168,37.2,44,4,18,2,39,1,0,24,24,5.73
371,11315130,2022,DeNA,15,7,4,0,0,0,0,0,0.636,337,82.1,67,8,26,1,68,3,0,30,27,2.95
372,11315130,2023,DeNA,23,4,9,0,0,0,0,0,0.308,500,118,127,12,30,5,99,3,0,56,52,3.97
373,11315130,2024,DeNA,6,2,3,0,0,0,0,0,0.4,126,32,28,5,6,0,24,0,0,13,12,3.38
374,21125159,2024,DeNA,12,4,3,0,0,0,1,1,0.571,260,59,76,4,12,0,39,1,0,27,26,3.97
375,21125159,2025,DeNA,5,1,1,0,1,1,1,1,0.5,89,22.2,18,0,6,0,22,0,0,9,8,3.18
376,1105159,2024,Hanshin,3,0,0,0,0,0,0,0,0,16,3.1,6,0,1,0,3,0,0,2,2,5.4
377,1105159,2025,Hanshin,4,0,0,0,0,0,0,0,0,19,4,7,1,1,0,2,0,0,4,4,9
378,41145159,2024,Yakult,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,1,9
379,41145153,2021,Hanshin,18,0,1,0,0,0,0,0,0,75,17.1,17,3,6,0,16,1,0,12,12,6.23
380,41145153,2022,Hanshin,18,0,1,0,0,0,0,0,0,94,24,11,2,9,2,24,2,0,4,2,0.75
381,41145153,2023,Hanshin,44,1,1,0,19,20,0,0,0.5,165,40,43,2,8,1,29,0,0,8,6,1.35
382,41145153,2024,Hanshin,56,4,1,1,30,34,0,0,0.8,189,48.2,34,0,14,0,58,5,0,12,8,1.48
383,41145153,2025,Hanshin,22,0,0,2,17,17,0,0,0,84,23.2,11,0,4,0,18,0,0,1,1,0.38
384,41145139,2014,Lotte,25,10,8,0,0,0,2,1,0.556,669,160,165,10,37,4,111,3,0,72,61,3.43
385,41145139,2015,Lotte,27,12,12,0,0,0,3,2,0.5,751,178.2,191,15,34,5,126,2,0,68,65,3.27
386,41145139,2016,Lotte,23,14,5,0,0,0,5,3,0.737,643,162.1,142,16,22,6,104,4,0,40,39,2.16
387,41145139,2017,Lotte,16,3,11,0,0,0,1,0,0.214,424,97.1,113,9,23,2,73,0,0,62,55,5.09
388,41145139,2018,Lotte,21,9,8,0,0,0,1,0,0.529,559,133.1,137,15,29,3,77,0,0,61,58,3.92
389,41145139,2019,Lotte,27,8,5,0,5,5,0,0,0.615,503,118.2,129,9,28,4,81,2,0,50,48,3.64
390,41145139,2020,Lotte,21,7,6,0,0,0,0,0,0.538,555,133.1,138,19,26,4,77,3,0,65,63,4.25
391,41145139,2021,Lotte,12,6,3,0,0,0,2,0,0.667,310,80,73,10,9,0,42,0,0,30,30,3.38
392,41145139,2022,Lotte,20,7,7,0,0,0,0,0,0.5,504,123,128,12,20,4,67,0,0,48,40,2.93
393,41145139,2024,Lotte,5,3,1,0,0,0,0,0,0.75,105,24.1,30,2,6,1,11,0,0,10,10,3.7
394,11315115,2002,Yakult,29,12,9,0,2,0,0.571,735,178,0.1,183,20,29,2,104,5,3,76,66,3.33,
395,11315115,2003,Yakult,30,12,11,0,3,0,0.522,793,190,201,21,33,7,97,3,1,88,80,3.79,3.33,
396,11315115,2004,Yakult,27,11,11,0,1,0,0.5,708,163,0.1,200,21,22,5,72,4,1,90,79,4.35,
397,11315115,2005,Yakult,26,10,8,0,0,0,0,0,0.556,637,149.2,180,18,24,4,105,7,0,82,81,4.87
398,11315115,2006,Yakult,29,10,10,0,0,0,0,0,0.5,648,151,191,12,17,3,81,4,0,82,76,4.53
399,11315115,2007,Yakult,26,4,7,0,2,3,3,2,0.364,405,96.2,104,15,16,5,50,2,0,51,47,4.38
400,11315115,2008,Yakult,30,12,10,0,1,1,3,1,0.545,792,195,180,21,41,4,112,2,0,59,58,2.68
401,11315115,2009,Yakult,29,13,7,0,0,0,3,0,0.65,810,198.1,203,25,28,6,84,4,0,81,78,3.54
402,11315115,2010,Yakult,28,13,8,0,0,0,2,1,0.619,783,186.1,209,20,27,7,98,9,0,81,73,3.53
403,11315115,2011,Yakult,27,10,9,0,0,0,1,0,0.526,731,178.1,168,18,42,5,127,1,0,57,54,2.73
404,11315115,2012,Yakult,27,8,11,0,0,0,2,1,0.421,721,172.2,175,14,41,5,100,4,0,77,69,3.6
405,11315115,2013,Yakult,24,6,9,0,0,0,2,0,0.4,623,148.1,149,15,33,6,85,6,1,73,58,3.52
406,11315115,2014,Yakult,27,10,10,0,0,0,2,2,0.5,725,165,181,20,49,6,101,2,0,97,87,4.75
407,11315115,2015,Yakult,25,13,9,0,0,0,1,1,0.591,598,146.2,150,16,28,3,90,3,0,59,54,3.31
408,11315115,2016,Yakult,20,8,8,0,0,0,0,0,0.5,500,116.2,126,15,33,2,52,3,1,59,58,4.47
409,11315115,2017,Yakult,23,4,14,0,0,0,0,0,0.222,540,123.1,149,18,28,4,88,2,1,72,70,5.11
410,11315115,2018,Yakult,22,7,6,0,0,0,0,0,0.538,488,110.2,121,19,41,4,78,2,0,70,60,4.88
411,11315115,2019,Yakult,23,8,6,0,0,0,0,0,0.571,514,124.1,117,18,26,4,88,2,1,57,53,3.84
412,11315115,2020,Yakult,15,2,8,0,0,0,0,0,0.2,331,76.1,85,7,19,2,41,2,0,40,38,4.48
413,11315115,2021,Yakult,17,4,5,0,0,0,1,0,0.444,335,82,81,10,16,3,54,1,0,31,28,3.07
414,11315115,2022,Yakult,16,6,4,0,0,0,0,0,0.6,357,84,93,16,15,3,39,1,0,45,42,4.5
415,11315115,2023,Yakult,13,2,5,0,0,0,0,0,0.286,267,63.1,75,11,6,0,22,1,0,32,28,3.98
416,11315115,2024,Yakult,9,1,4,0,0,0,1,1,0.2,161,37.1,45,4,6,1,10,1,0,20,17,4.1
417,11315115,2025,Yakult,4,2,2,0,0,0,0,0,0.5,81,16.1,26,1,7,0,4,0,0,17,14,7.71
418,61165130,2016,Nippon-Ham,1,0,0,0,1,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0
419,61165130,2017,Nippon-Ham,37,0,1,0,7,7,0,0,0,228,49.2,53,8,28,0,51,4,0,24,24,4.35
420,61165130,2018,Nippon-Ham,52,1,2,19,18,19,0,0,0.333,204,48.2,44,4,17,0,53,1,0,16,14,2.59
421,61165130,2019,Nippon-Ham,60,3,2,5,21,24,0,0,0.6,220,54.1,39,6,16,1,75,3,0,20,20,3.31
422,61165130,2022,Nippon-Ham,36,2,2,6,8,10,0,0,0.5,135,32,26,1,13,1,37,3,0,14,14,3.94
423,61165130,2023,Nippon-Ham,16,0,0,1,3,3,0,0,0,67,15.1,17,1,4,1,12,3,0,10,10,5.87
424,21125136,2018,Chunichi,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
425,61165139,2017,SoftBank,34,8,3,0,1,3,0,0,0.727,409,98.1,69,11,50,7,99,4,1,38,36,3.29
426,61165139,2018,SoftBank,42,13,6,0,6,12,0,0,0.684,541,127.1,115,20,43,13,96,4,0,55,51,3.6
427,61165139,2019,SoftBank,2,0,0,0,1,1,0,0,0,11,3,2,0,0,0,3,1,0,0,0,0
428,61165139,2020,SoftBank,18,11,3,0,0,1,2,1,0.786,443,111.2,68,9,41,12,103,0,0,32,30,2.42
429,61165139,2021,SoftBank,28,6,9,0,0,0,0,0,0.4,653,156.1,135,22,51,17,134,3,0,70,59,3.4
430,61165139,2022,SoftBank,23,7,10,0,0,0,1,1,0.412,585,136.1,122,9,57,8,106,0,0,57,51,3.37
431,61165139,2023,SoftBank,23,4,8,0,0,0,1,1,0.333,550,125.2,108,15,61,8,119,3,0,63,58,4.15
432,61165139,2024,SoftBank,15,7,2,0,0,0,0,0,0.778,247,63.1,51,4,12,5,52,2,0,18,18,2.56
433,61165139,2025,Lotte,6,0,2,0,0,0,0,0,0,126,29,28,2,10,2,17,2,0,13,13,4.03
434,61165153,2022,DeNA,3,0,0,0,0,0,0,0,0,28,5.1,4,1,7,1,3,0,0,5,5,8.44
435,61165153,2023,DeNA,28,0,0,0,3,3,0,0,0,124,32,19,2,10,2,34,3,0,9,7,1.97
436,61165153,2024,DeNA,15,0,0,0,2,2,0,0,0,58,14,15,1,3,1,8,0,0,3,3,1.93
437,61165153,2025,Yomiuri,14,1,3,0,1,1,0,0,0.25,138,33.1,30,1,10,1,20,0,0,8,6,1.62
438,21125137,2013,Yakult,60,3,3,10,21,24,0,0,0.5,263,58.1,58,6,30,1,59,5,0,21,18,2.78
439,21125137,2014,Yakult,35,3,8,0,2,3,0,0,0.273,480,109.1,111,15,46,3,79,0,0,59,55,4.53
440,21125137,2015,Yakult,21,5,5,0,0,0,0,0,0.5,479,111.1,118,7,38,2,78,4,0,50,45,3.64
441,21125137,2016,Yakult,13,1,0,0,1,2,0,0,1,71,16,23,2,1,0,10,0,0,13,13,7.31
442,21125137,2017,Yakult,66,3,6,0,24,27,0,0,0.333,285,68.1,63,5,17,1,76,5,0,29,23,3.03
443,21125137,2018,Yakult,71,3,2,35,7,10,0,0,0.6,296,73.2,63,6,15,2,62,0,0,19,17,2.08
444,21125137,2019,Yakult,34,2,2,10,5,7,0,0,0.5,137,33,30,2,8,0,31,3,0,12,10,2.73
445,21125137,2020,Yakult,44,3,2,20,4,7,0,0,0.6,186,44.2,42,2,11,1,58,2,0,10,10,2.01
446,21125137,2021,Yakult,58,0,5,10,9,9,0,0,0,226,55,54,6,10,0,64,1,1,23,22,3.6
447,21125137,2022,Yakult,38,2,0,0,16,18,0,0,1,148,36,27,0,14,2,35,2,0,7,7,1.75
448,21125137,2023,Yakult,50,3,6,0,24,27,0,0,0.333,208,47,51,3,13,3,41,1,0,27,23,4.4
449,21125137,2024,Yakult,37,1,0,5,8,9,0,0,1,189,41.1,53,2,14,1,39,3,0,20,20,4.35
450,21125137,2025,Yakult,17,0,1,10,4,4,0,0,0,57,16.1,6,2,2,0,19,0,0,2,2,1.1
451,11315159,2024,Seibu,4,0,1,0,0,0,0,0,0,21,3.2,5,0,6,0,1,0,0,4,4,9.82
