NumID,Player ID,Year,Team,G,W,L,SV,HLD,HP,CG,SHO,PCT,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA
1791,41345132,2017,Nippon-Ham,9,1,5,0,0,0,0,0,0.167,166,34.2,44,7,20,0,29,1,0,27,24,6.23
1792,41345132,2018,Nippon-Ham,10,4,0,0,0,0,0,0,1,158,37.1,34,3,11,1,24,1,0,15,13,3.13
1793,41345132,2019,Nippon-Ham,13,1,3,0,0,0,0,0,0.25,195,45.1,53,7,9,0,30,6,1,31,28,5.56
1794,41345132,2020,Nippon-Ham,7,1,3,0,0,0,0,0,0.25,149,34.1,37,3,12,0,28,3,0,20,17,4.46
1795,41345132,2021,Nippon-Ham,11,0,0,0,0,0,0,0,0,47,11.1,8,0,6,0,11,0,0,5,5,3.97
1796,41345132,2022,Nippon-Ham,25,3,5,0,1,1,0,0,0.375,302,73.1,73,2,21,3,59,2,0,28,26,3.19
1797,41345132,2023,Nippon-Ham,19,4,7,0,0,0,0,0,0.364,424,101.1,101,7,22,4,74,0,0,40,31,2.75
1798,41345132,2024,Nippon-Ham,7,0,5,0,0,0,0,0,0,126,25.1,40,2,13,1,13,0,0,26,26,9.24
1799,21325151,2021,Seibu,5,1,1,0,0,0,0,0,0.5,94,21.1,26,3,9,0,10,1,1,15,15,6.33
1800,51355134,2017,Yakult,2,0,1,0,0,0,0,0,0,37,8,5,1,9,0,8,3,0,7,6,6.75
1801,51355134,2018,Yakult,29,3,2,0,10,13,0,0,0.6,128,26.2,27,5,22,3,25,1,0,22,21,7.09
1802,51355134,2019,Yakult,68,2,3,4,28,30,0,0,0.4,282,67.2,55,7,25,1,77,4,0,34,28,3.72
1803,51355134,2020,Yakult,42,5,2,0,12,17,0,0,0.714,175,42.1,37,6,17,0,35,1,0,18,17,3.61
1804,51355134,2021,Yakult,29,0,0,0,8,8,0,0,0,106,25.1,22,4,9,2,29,1,0,7,7,2.49
1805,51355134,2022,Yakult,41,4,3,0,16,20,0,0,0.571,168,39,37,6,15,1,26,3,0,15,13,3
1806,51355134,2023,Yakult,5,0,0,0,0,0,0,0,0,36,8,9,1,4,0,4,1,0,3,3,3.38
1807,51355134,2024,Chunichi,18,1,0,0,2,3,0,0,1,97,21.2,26,0,6,1,12,0,0,13,10,4.15
1808,51355134,2025,Chunichi,5,0,0,0,0,0,0,0,0,28,6,5,0,5,0,6,0,0,1,1,1.5
1809,81185138,2019,Chunichi,6,4,1,0,0,0,0,0,0.8,140,34.2,28,3,11,3,34,2,0,9,9,2.34
1810,81185138,2020,Chunichi,7,2,3,0,0,0,1,0,0.4,184,43.1,39,4,19,1,43,1,0,22,18,3.74
1811,81185138,2021,Chunichi,3,0,1,0,0,0,0,0,0,51,11.1,6,0,10,2,7,1,0,3,2,1.59
1812,81185138,2023,Chunichi,3,1,1,0,0,0,0,0,0.5,71,19,9,2,5,2,11,0,0,3,2,0.95
1813,81185138,2024,Chunichi,14,2,8,0,0,0,0,0,0.2,327,77.1,76,3,31,2,72,3,0,35,35,4.07
1814,11315138,2020,ORIX,22,0,0,2,5,5,0,0,0,102,23.2,20,2,13,1,30,0,0,9,9,3.42
1815,11315138,2021,ORIX,34,2,2,2,4,6,0,0,0.5,148,35.2,30,4,14,1,23,1,0,13,12,3.03
1816,11315138,2023,ORIX,16,0,0,0,1,1,0,0,0,99,21,23,1,12,3,10,4,0,11,7,3
1817,11315138,2024,Hanshin,38,1,4,0,5,6,0,0,0.2,153,34.2,38,0,17,0,22,0,0,16,15,3.89
1818,11315138,2025,Hanshin,9,0,0,0,1,1,0,0,0,35,10,5,0,2,0,9,1,0,0,0,0
1819,51355135,2014,Nippon-Ham,23,8,8,0,1,1,2,1,0.5,559,135.1,113,14,45,7,105,2,2,49,48,3.19
1820,51355135,2015,Nippon-Ham,13,5,6,0,0,0,1,0,0.455,335,75.1,75,6,30,5,43,1,1,41,35,4.18
1821,51355135,2017,Nippon-Ham,15,4,9,0,0,0,0,0,0.308,388,91.2,84,11,32,2,74,2,1,39,35,3.44
1822,51355135,2018,Nippon-Ham,25,11,6,0,0,0,4,3,0.647,670,165.1,146,15,38,5,151,3,0,62,58,3.16
1823,51355135,2019,Nippon-Ham,11,5,3,0,0,0,0,0,0.625,307,71.1,69,5,27,1,64,3,0,34,25,3.15
1824,51355135,2020,Nippon-Ham,15,8,6,0,0,0,1,0,0.571,411,97,85,6,38,1,90,4,0,40,33,3.06
1825,51355135,2021,Nippon-Ham,24,12,6,0,0,0,1,0,0.667,643,160.1,119,8,48,4,135,5,2,53,50,2.81
1826,51355135,2022,Nippon-Ham,23,8,9,0,0,0,3,0,0.471,631,152,129,15,50,9,127,2,0,61,57,3.38
1827,51355135,2023,Nippon-Ham,24,9,9,0,0,0,2,2,0.5,696,170,152,14,41,5,124,5,1,66,56,2.96
1828,51355135,2025,SoftBank,8,3,3,0,0,0,0,0,0.5,193,49,39,6,11,0,33,0,0,23,20,3.67
1829,33735151,2020,Nippon-Ham,18,8,6,0,0,0,1,1,0.571,454,111.2,91,7,29,6,115,4,0,45,40,3.22
1830,33735151,2021,Nippon-Ham,20,5,8,0,0,1,0,0,0.385,407,96,90,7,33,6,100,1,0,45,41,3.84
1831,33735151,2024,Nippon-Ham,9,2,2,0,0,0,0,0,0.5,199,49,44,5,10,2,41,2,0,20,17,3.12
1832,33735151,2025,Nippon-Ham,3,1,2,0,0,0,0,0,0.333,61,14,16,2,3,0,8,0,1,10,10,6.43
1833,33035150,2025,Lotte,9,2,3,0,0,0,0,0,0.4,222,57,44,2,11,1,41,2,0,15,15,2.37
1834,31635110,2005,Seibu,13,1,6,0,0,0,0,0,0.143,253,55.1,62,11,23,4,57,2,0,45,45,7.32
1835,31635110,2006,Seibu,26,12,8,0,0,0,8,1,0.6,734,178,161,16,53,8,136,7,1,79,64,3.24
1836,31635110,2007,Seibu,28,17,10,0,0,0,11,1,0.63,877,213,199,14,50,8,141,7,0,71,66,2.79
1837,31635110,2008,Seibu,25,10,11,0,0,0,5,0,0.476,738,173,173,16,51,8,122,11,0,80,75,3.9
1838,31635110,2009,Seibu,27,16,6,0,0,0,11,4,0.727,863,211.2,162,12,76,9,199,5,0,57,54,2.3
1839,31635110,2010,Seibu,27,14,8,0,0,0,6,2,0.636,828,196.1,191,21,54,9,154,6,0,85,80,3.67
1840,31635110,2011,Seibu,26,9,12,0,0,0,5,1,0.429,744,178.1,184,9,41,8,108,7,0,71,58,2.93
1841,31635110,2012,Seibu,55,1,5,30,3,4,0,0,0.167,271,63,66,1,22,2,40,1,0,27,26,3.71
1842,31635110,2013,Seibu,45,5,7,7,13,15,1,0,0.417,398,92.1,89,4,29,8,79,5,0,51,40,3.9
1843,31635110,2014,Lotte,26,8,12,0,0,0,1,0,0.4,708,164.2,158,9,63,10,116,7,1,81,77,4.21
1844,31635110,2015,Lotte,28,15,9,0,0,0,1,0,0.625,786,188.2,178,11,57,8,117,6,0,79,71,3.39
1845,31635110,2016,Lotte,26,10,7,0,0,0,5,0,0.588,793,188.2,195,15,48,4,118,1,0,73,63,3.01
1846,31635110,2017,Lotte,25,5,11,0,0,0,1,1,0.313,675,158,156,20,53,7,115,6,0,74,70,3.99
1847,31635110,2018,Lotte,22,7,9,0,0,0,1,1,0.438,629,150.2,155,16,43,2,99,3,0,65,62,3.7
1848,31635110,2019,Lotte,18,3,7,0,0,0,2,1,0.3,462,104,121,14,27,6,87,3,0,58,52,4.5
1849,31635110,2020,Rakuten,20,11,4,0,0,0,1,1,0.733,529,130,110,17,38,3,110,3,0,53,52,3.6
1850,31635110,2021,Rakuten,21,6,8,0,0,0,0,0,0.429,420,96.1,110,7,26,2,76,4,0,57,54,5.04
1851,31635110,2022,Rakuten,10,4,3,0,0,0,1,0,0.571,224,56,50,6,10,1,35,0,0,23,22,3.54
1852,31635110,2023,Chunichi,21,5,13,0,0,0,0,0,0.278,479,111,116,9,30,2,89,1,0,53,49,3.97
1853,31635110,2024,Chunichi,16,3,5,0,0,0,0,0,0.375,349,85,79,4,23,2,46,3,0,31,29,3.07
1854,31635110,2025,Chunichi,4,2,1,0,0,0,0,0,0.667,97,25,19,1,5,2,22,0,0,4,4,1.44
1855,23525157,2023,Rakuten,51,8,3,1,25,33,0,0,0.727,197,48.2,30,1,20,2,41,3,0,15,13,2.4
1856,23525157,2024,Rakuten,49,7,2,0,12,19,0,0,0.778,201,47.1,42,2,22,0,41,3,0,19,16,3.04
1857,23525157,2025,Rakuten,8,0,0,0,2,2,0,0,0,30,8,4,0,3,0,6,1,0,0,0,0
1858,53155138,2021,Seibu,17,4,4,0,2,2,0,0,0.5,232,55,43,3,30,3,33,4,0,24,21,3.44
1859,53155138,2022,Seibu,3,1,1,0,0,0,0,0,0.5,67,13.1,15,1,11,1,6,2,0,11,9,6.08
1860,53155138,2023,Seibu,2,1,0,0,0,0,0,0,1,42,11,7,0,5,0,4,0,0,1,1,0.82
1861,53155138,2024,Seibu,14,3,4,0,0,0,0,0,0.429,366,87.2,81,5,27,5,50,1,0,26,26,2.67
1862,53155138,2025,Seibu,8,3,3,0,0,0,0,0,0.5,204,49.1,40,3,15,2,29,2,0,18,15,2.74
1863,3505159,2024,DeNA,43,5,1,1,11,16,0,0,0.833,193,45,36,3,20,1,50,3,0,16,13,2.6
1864,3505159,2025,DeNA,17,3,0,1,11,14,0,0,1,69,18,8,0,8,2,19,0,0,1,1,0.5
1865,53555150,2025,Seibu,20,0,3,0,13,13,0,0,0,73,19.1,10,0,5,1,28,2,0,4,4,1.86
1866,23325155,2022,Lotte,22,0,0,0,0,0,0,0,0,96,22.1,25,3,8,0,21,2,0,9,9,3.63
1867,23325155,2023,Lotte,3,0,0,0,0,0,0,0,0,20,3,9,1,2,0,2,0,0,6,6,18
1868,23325155,2024,Lotte,9,0,0,0,2,2,0,0,0,45,11,11,1,1,0,9,1,0,5,5,4.09
1869,23325155,2025,Lotte,9,0,0,0,2,2,0,0,0,41,9.1,11,0,1,2,9,0,0,4,4,3.86
1870,33035159,2024,Yakult,23,5,10,0,1,1,1,1,0.333,550,129.1,130,8,43,5,84,5,1,50,48,3.34
1871,33035159,2025,Rakuten,3,0,0,0,0,0,0,0,0,60,16,11,0,3,0,8,0,0,2,1,0.56
1872,43345157,2025,Seibu,17,1,1,0,6,7,0,0,0.5,63,17,11,1,3,1,13,0,0,1,1,0.53
1873,61465131,2010,ORIX,1,0,0,0,0,0,0,0,0,14,3,5,0,1,1,0,0,0,1,1,3
1874,61465131,2012,ORIX,6,0,2,0,0,0,0,0,0,78,17.1,19,3,9,1,7,1,0,12,11,5.71
1875,61465131,2013,ORIX,1,0,0,0,0,0,0,0,0,8,1.1,4,0,0,0,1,0,0,3,3,20.25
1876,61465131,2015,ORIX,7,0,1,0,0,0,0,0,0,79,16.1,17,1,13,1,12,0,0,11,10,5.51
1877,61465131,2016,ORIX,12,2,7,0,0,0,0,0,0.222,245,58.1,63,7,19,0,43,0,0,35,32,4.94
1878,61465131,2017,ORIX,4,0,3,0,0,0,0,0,0,71,12.1,21,2,10,2,13,1,0,16,12,8.76
1879,61465131,2018,ORIX,30,1,2,0,10,11,0,0,0.333,84,21.1,14,1,6,0,20,0,0,10,9,3.8
1880,61465131,2019,ORIX,40,0,0,0,5,5,0,0,0,172,43,31,6,18,0,44,1,0,17,17,3.56
1881,61465131,2020,ORIX,48,4,5,0,18,22,0,0,0.444,170,39.1,37,1,19,0,44,0,0,20,17,3.89
1882,61465131,2021,ORIX,43,1,0,0,9,10,0,0,1,186,43.2,38,2,19,1,35,0,0,14,11,2.27
1883,61465131,2022,ORIX,12,1,0,0,2,3,0,0,1,44,10.1,11,0,4,1,14,1,0,5,5,4.35
1884,61465131,2023,ORIX,32,0,0,0,6,6,0,0,0,121,31.1,23,1,10,1,29,0,0,4,4,1.15
1885,61465131,2024,ORIX,50,3,2,0,16,19,0,0,0.6,177,43.1,30,1,16,2,44,0,0,13,10,2.08
1886,61465131,2025,ORIX,17,2,2,0,6,8,0,0,0.5,63,13.2,15,1,7,0,13,0,0,9,8,5.27
1887,93195136,2018,Lotte,1,0,1,0,0,0,0,0,0,17,3,5,0,4,0,1,0,0,4,2,6
1888,93195136,2020,Lotte,12,0,0,0,0,0,0,0,0,54,13.2,11,1,6,0,7,0,0,4,4,2.63
1889,93195136,2022,Yakult,5,0,0,0,0,0,0,0,0,27,5.2,10,3,1,0,4,0,0,5,5,7.94
1890,93195136,2023,Yakult,42,2,0,0,9,11,0,0,1,148,35.1,32,4,13,3,26,2,0,11,10,2.55
1891,93195136,2024,Yakult,44,3,0,1,12,15,0,0,1,126,31.2,18,0,15,0,31,2,0,6,5,1.42
1892,93195136,2025,Yakult,14,0,0,0,1,1,0,0,0,61,13.1,15,1,6,0,5,0,0,10,9,6.08
1893,3105136,2018,Chunichi,1,0,0,0,0,0,0,0,0,8,2,1,0,2,0,3,0,0,0,0,0
1894,3105136,2019,Chunichi,9,3,3,0,0,0,0,0,0.5,194,45.1,39,4,24,1,27,3,0,15,15,2.98
1895,3105136,2020,Chunichi,9,1,3,0,0,0,0,0,0.25,133,29,31,4,17,1,25,0,0,20,18,5.59
1896,3105136,2021,Chunichi,9,1,0,0,0,1,0,0,1,67,14,16,1,8,1,12,0,0,10,10,6.43
1897,3105136,2022,Chunichi,30,1,0,0,4,5,0,0,1,131,30,24,2,17,1,19,1,0,13,12,3.6
1898,3105136,2023,Chunichi,14,0,1,0,0,0,0,0,0,61,13,17,1,5,0,11,0,0,11,8,5.54
1899,3105136,2023,Nippon-Ham,26,0,0,0,3,3,0,0,0,97,24,23,2,6,0,19,1,0,4,4,1.5
1900,3105136,2024,Nippon-Ham,36,6,0,0,3,9,0,0,1,161,39.2,35,2,9,2,30,1,0,9,8,1.82
1901,3105136,2025,Nippon-Ham,8,2,1,0,0,2,0,0,0.667,40,8,9,0,6,0,11,0,0,6,5,5.63
1902,63365153,2021,Yakult,1,0,0,0,0,0,0,0,0,12,1.1,5,0,2,1,3,0,0,7,7,47.25
1903,63365153,2023,Yakult,5,1,3,0,0,0,0,0,0.25,112,26,25,2,11,1,15,0,1,13,12,4.15
1904,63365153,2024,Yakult,14,3,4,0,0,0,0,0,0.429,217,50.1,59,8,12,2,32,0,0,38,34,6.08
1905,63365153,2025,Yakult,7,1,2,0,0,0,0,0,0.333,156,36,38,7,13,1,22,0,0,21,18,4.5
1906,83185134,2017,ORIX,24,8,11,0,0,0,2,1,0.421,618,149.1,136,8,54,2,133,7,0,62,62,3.74
1907,83185134,2018,ORIX,30,7,12,0,4,4,1,1,0.368,619,146,137,21,49,6,121,4,1,71,64,3.95
1908,83185134,2019,ORIX,26,13,4,0,0,0,2,0,0.765,699,170,154,16,45,4,154,2,0,77,70,3.71
1909,83185134,2020,ORIX,12,4,5,0,0,0,1,0,0.444,284,69.1,68,7,21,2,64,3,0,22,20,2.6
1910,83185134,2021,ORIX,12,3,4,0,0,0,0,0,0.429,297,69.1,64,7,20,3,74,1,0,30,30,3.89
1911,83185134,2022,ORIX,22,6,8,0,1,1,2,1,0.429,518,128,118,6,27,7,99,2,0,42,37,2.6
1912,83185134,2023,ORIX,31,2,1,3,8,9,0,0,0.667,390,94,75,4,33,3,97,7,0,26,24,2.3
1913,83185134,2024,ORIX,6,0,0,0,1,1,0,0,0,21,5.1,5,1,1,0,5,0,0,2,2,3.38
1914,83185134,2025,ORIX,7,1,1,0,1,2,0,0,0.5,32,7,7,0,3,1,8,0,0,3,3,3.86
1915,3305153,2022,Yomiuri,20,5,5,0,1,1,0,0,0.5,410,97.1,95,6,20,9,55,0,0,37,34,3.14
1916,3305153,2023,Yomiuri,23,10,5,0,0,0,3,1,0.667,586,149,119,10,25,7,106,3,0,46,45,2.72
1917,3305153,2024,Yomiuri,24,10,6,0,0,0,1,1,0.625,621,147.1,140,8,42,10,103,2,0,48,46,2.81
1918,3305153,2025,Yomiuri,9,6,1,0,0,0,0,0,0.857,227,58.1,43,3,10,1,51,1,0,11,8,1.23
1919,21825130,2015,ORIX,17,3,6,0,0,0,0,0,0.333,258,57.2,49,9,34,3,35,4,0,35,29,4.53
1920,21825130,2016,ORIX,17,3,2,0,0,0,0,0,0.6,260,61.1,55,4,23,3,37,2,0,27,25,3.67
1921,21825130,2017,ORIX,15,2,5,0,0,1,1,1,0.286,205,45,52,8,20,0,21,2,1,29,22,4.4
1922,21825130,2018,ORIX,7,0,1,0,0,0,0,0,0,80,17.2,21,2,7,0,9,0,0,11,9,4.58
1923,21825130,2019,ORIX,36,2,3,0,1,3,0,0,0.4,236,54,49,6,28,3,37,2,0,27,27,4.5
1924,21825130,2020,ORIX,15,5,5,0,0,0,0,0,0.5,347,84,71,12,33,2,46,0,0,45,42,4.5
1925,21825130,2021,ORIX,22,8,10,0,0,1,0,0,0.444,473,116.1,111,13,24,6,75,2,0,47,46,3.56
1926,21825130,2022,ORIX,24,5,8,0,2,3,0,0,0.385,475,114.2,112,13,27,6,91,4,0,58,44,3.45
1927,21825130,2023,ORIX,23,11,5,0,0,0,0,0,0.688,537,130.1,127,7,24,5,80,0,0,48,47,3.25
1928,21825130,2024,Nippon-Ham,24,10,6,0,0,0,2,0,0.625,600,147.2,142,17,28,4,74,3,0,57,52,3.17
1929,21825130,2025,Nippon-Ham,8,2,2,0,0,0,1,1,0.5,190,47.1,45,1,7,0,22,0,0,11,7,1.33
1930,41845130,2015,DeNA,58,2,4,37,7,9,0,0,0.333,215,56.1,38,2,11,1,66,4,1,13,12,1.92
1931,41845130,2016,DeNA,59,2,5,33,7,9,0,0,0.286,252,57.2,57,7,23,0,61,2,0,27,23,3.59
1932,41845130,2017,DeNA,68,4,2,26,15,19,0,0,0.667,260,65.2,52,3,13,1,84,1,0,16,12,1.64
1933,41845130,2018,DeNA,57,2,4,37,3,5,0,0,0.333,226,56.1,40,5,18,1,63,1,0,18,17,2.72
1934,41845130,2019,DeNA,61,3,2,30,4,7,0,0,0.6,243,60,44,6,19,0,54,0,0,18,13,1.95
1935,41845130,2020,DeNA,40,0,3,6,8,8,0,0,0,176,38,52,4,14,0,31,1,0,26,24,5.68
1936,41845130,2021,DeNA,60,3,2,1,27,30,0,0,0.6,229,55,58,2,14,3,39,0,0,21,20,3.27
1937,41845130,2022,DeNA,56,0,2,37,3,3,0,0,0,197,54.1,29,4,9,0,42,1,0,9,8,1.33
1938,41845130,2023,DeNA,49,3,7,20,8,11,0,0,0.3,189,45.1,48,7,8,1,54,1,0,22,22,4.37
1939,41845130,2024,DeNA,38,3,5,4,11,14,0,0,0.375,163,37.2,35,4,11,3,29,1,1,18,14,3.35
1940,41845130,2025,DeNA,13,0,3,1,1,1,0,0,0,46,11,10,2,4,0,8,0,0,5,5,4.09
1941,33535155,2022,Yakult,2,1,1,0,0,0,0,0,0.5,54,12.1,14,0,5,1,3,0,0,2,2,1.46
1942,43345153,2023,ORIX,16,9,3,0,0,0,0,0,0.75,383,95,71,2,30,4,101,4,1,21,17,1.61
1943,43345153,2024,ORIX,14,3,6,0,0,0,1,0,0.333,269,64,49,5,31,5,83,4,0,25,24,3.38
1944,33335134,2021,ORIX,9,2,2,0,0,0,0,0,0.5,169,39,32,1,20,5,29,0,0,16,16,3.69
1945,33335134,2022,ORIX,15,0,2,1,6,6,0,0,0,145,36,30,2,10,1,29,0,0,15,12,3
1946,33335134,2023,ORIX,53,1,1,9,27,28,0,0,0.5,211,52,42,3,18,0,60,0,0,12,12,2.08
1947,33335134,2024,ORIX,7,0,1,0,0,0,0,0,0,28,6.2,7,0,3,0,2,0,0,1,1,1.35
1948,33335134,2025,ORIX,11,1,0,0,0,1,0,0,1,54,11.1,13,3,6,2,13,2,0,8,8,6.35
1949,63365155,2024,Nippon-Ham,21,1,3,8,1,2,0,0,0.25,93,22,11,0,15,0,20,2,1,11,10,4.09
1950,63365155,2025,Nippon-Ham,14,0,1,0,4,4,0,0,0,56,12.2,10,1,5,2,12,0,0,5,3,2.13
1951,63165134,2017,Chunichi,11,1,4,0,0,0,0,0,0.2,202,50.1,42,5,12,0,45,2,0,25,25,4.47
1952,63165134,2018,Chunichi,10,2,5,0,0,0,1,1,0.286,237,53.1,59,2,18,2,42,0,0,34,31,5.23
1953,63165134,2019,Chunichi,26,11,7,0,0,0,1,0,0.611,703,170.2,165,21,38,3,146,3,0,69,67,3.53
1954,63165134,2020,Chunichi,15,6,7,0,0,0,0,0,0.462,365,85,87,10,29,6,88,3,0,38,34,3.6
1955,63165134,2021,Chunichi,26,11,6,0,0,0,2,2,0.647,676,172,133,11,41,3,168,3,0,47,42,2.2
1956,63165134,2022,Chunichi,25,9,11,0,0,1,3,1,0.45,648,153.1,154,17,37,5,124,8,0,64,62,3.64
1957,63165134,2023,Chunichi,24,4,11,0,0,0,2,0,0.267,636,158.1,126,6,47,4,105,2,0,46,43,2.44
1958,63165134,2024,Chunichi,13,4,5,0,0,0,0,0,0.444,286,67,75,5,20,0,34,3,0,29,28,3.76
1959,63165134,2025,Chunichi,4,1,1,0,0,0,0,0,0.5,95,25,16,0,5,2,19,0,0,2,2,0.72
1960,71575134,2017,Hiroshima,7,1,3,0,0,0,0,0,0.25,136,29.1,20,2,31,1,28,3,0,14,14,4.3
1961,71575134,2019,Hiroshima,5,0,0,0,0,0,0,0,0,40,8,10,2,6,0,11,0,0,5,5,5.63
1962,71575134,2020,Hiroshima,6,0,0,0,0,0,0,0,0,39,7.2,11,3,5,1,10,2,0,9,8,9.39
1963,71575134,2021,Hiroshima,4,0,0,0,0,0,0,0,0,34,7,7,1,7,0,6,0,0,9,9,11.57
1964,71575134,2022,Hiroshima,47,2,0,1,17,19,0,0,1,204,49.1,35,2,25,0,51,2,0,12,10,1.82
1965,71575134,2023,Hiroshima,54,4,2,24,10,14,0,0,0.667,221,51.1,48,5,24,0,38,0,0,17,16,2.81
1966,71575134,2024,Hiroshima,26,1,1,0,10,11,0,0,0.5,108,25,22,2,13,1,17,0,0,10,10,3.6
1967,71575134,2025,Yakult,12,0,0,0,2,2,0,0,0,47,11.2,9,0,4,0,10,1,0,5,5,3.86
1968,73375157,2023,Nippon-Ham,2,0,0,0,0,0,0,0,0,7,2,1,0,0,0,3,0,0,0,0,0
1969,73375157,2024,Nippon-Ham,17,1,2,0,3,4,0,0,0.333,62,13.1,11,0,13,0,12,1,0,7,6,4.05
1970,81885138,2020,Yomiuri,2,0,0,0,0,0,0,0,0,20,5.2,4,1,1,0,2,0,0,1,1,1.59
1971,81885138,2021,Yomiuri,2,0,1,0,0,0,0,0,0,37,8,9,2,2,0,9,0,0,4,3,3.38
1972,81885138,2022,Yomiuri,1,0,1,0,0,0,0,0,0,17,3,7,0,1,0,0,0,0,5,5,15
1973,81885138,2023,Yomiuri,20,4,8,0,0,2,0,0,0.333,348,84.1,79,10,24,4,46,2,0,38,37,3.95
1974,81885138,2024,Yomiuri,12,3,1,0,0,2,0,0,0.75,111,28.2,23,0,10,0,9,0,0,4,3,0.94
1975,81885138,2025,Yomiuri,10,0,0,0,1,1,0,0,0,68,16.2,13,1,5,1,9,0,0,6,6,3.24
1976,3505155,2023,ORIX,4,0,1,0,0,0,0,0,0,18,3.2,4,0,4,0,3,0,0,3,3,7.36
1977,23125151,2021,Lotte,10,0,0,0,0,0,0,0,0,48,9.2,14,1,3,2,11,0,0,6,5,4.66
1978,23125151,2022,Lotte,1,0,0,0,0,0,0,0,0,5,0.2,2,0,1,0,1,0,0,2,2,27
1979,23125151,2023,Lotte,38,2,3,1,8,10,0,0,0.4,172,39.1,41,3,18,1,42,3,0,25,23,5.26
1980,23125151,2024,Lotte,43,3,1,3,18,21,0,0,0.75,169,42,27,1,13,5,37,2,0,8,8,1.71
1981,23125151,2025,Lotte,10,1,1,0,4,4,0,0,0.5,51,12.2,11,0,2,0,10,0,0,4,3,2.13
1982,13115138,2019,Nippon-Ham,4,1,3,0,0,0,0,0,0.25,59,11,18,3,7,1,13,0,0,15,15,12.27
1983,13115138,2020,Nippon-Ham,5,0,2,0,0,0,0,0,0,99,20.1,26,2,12,1,11,0,0,22,19,8.41
1984,13115138,2021,Nippon-Ham,1,0,1,0,0,0,0,0,0,14,2,4,1,3,0,2,0,0,7,2,9
1985,13115138,2022,Nippon-Ham,51,2,3,0,5,7,0,0,0.4,256,63.1,53,5,23,1,40,4,0,30,30,4.26
1986,13115138,2023,Nippon-Ham,3,0,0,0,0,0,0,0,0,15,3,5,1,2,0,2,0,0,3,3,9
1987,13115138,2024,ORIX,50,4,0,0,14,18,0,0,1,173,40.2,40,1,14,5,30,1,0,15,15,3.32
1988,53555157,2023,Yakult,12,4,2,0,0,0,0,0,0.667,257,60.1,66,9,14,2,46,1,0,31,29,4.33
1989,53555157,2024,Yakult,23,9,8,0,0,0,1,1,0.529,584,138.1,144,8,39,2,114,0,0,55,49,3.19
1990,53555157,2025,Yakult,7,2,2,0,0,0,0,0,0.5,159,36.2,39,4,8,1,29,0,0,18,13,3.19
1991,33535157,2024,DeNA,7,3,2,0,0,0,0,0,0.6,137,31.1,34,5,11,1,29,1,0,15,15,4.31
1992,33535157,2025,DeNA,1,0,0,0,0,0,0,0,0,21,4.2,3,0,5,0,2,0,0,1,0,0
1993,63165136,2020,Seibu,8,2,4,0,0,0,0,0,0.333,169,38,47,5,13,2,18,0,0,23,23,5.45
1994,63165136,2021,Seibu,15,1,1,0,1,1,0,0,0.5,157,38.2,31,3,10,4,28,0,0,12,12,2.79
1995,63165136,2022,Seibu,20,10,7,0,0,1,1,1,0.588,463,115.2,104,11,16,4,61,2,0,39,37,2.88
1996,63165136,2023,Seibu,15,2,6,0,0,0,1,1,0.25,340,83,72,9,21,5,39,1,0,38,34,3.69
1997,63165136,2024,Seibu,7,1,4,0,0,1,0,0,0.2,106,24.1,22,4,11,0,13,0,0,13,13,4.81
1998,63165136,2025,Seibu,4,1,1,0,0,0,0,0,0.5,87,21,20,3,4,2,10,0,0,10,10,4.29
1999,41845138,2021,Hanshin,3,0,0,0,0,0,0,0,0,21,3,10,0,2,0,2,2,0,7,6,18
2000,41845138,2022,Hanshin,59,2,3,0,43,45,0,0,0.4,221,58,38,1,12,0,67,2,0,7,7,1.09
2001,41845138,2023,Hanshin,15,0,2,8,3,3,0,0,0,67,14.1,15,3,8,0,15,0,0,8,7,4.4
2002,41845138,2025,Hanshin,14,2,0,0,7,9,0,0,1,52,13.2,7,0,6,0,11,1,0,0,0,0
2003,61865138,2019,Rakuten,8,3,3,0,0,0,1,1,0.5,172,43.1,40,5,9,2,34,0,0,18,18,3.74
2004,61865138,2020,Rakuten,10,3,2,0,0,0,0,0,0.6,229,50.1,57,9,20,3,34,2,0,34,28,5.01
2005,61865138,2021,Rakuten,5,1,1,0,0,0,0,0,0.5,65,13.2,20,0,6,1,6,0,0,11,11,7.24
2006,61865138,2022,Rakuten,13,0,1,1,0,0,0,0,0,61,13.2,14,2,6,2,5,0,0,5,5,3.29
2007,61865138,2023,Rakuten,12,0,0,0,0,0,0,0,0,47,9.2,12,1,4,2,5,0,0,7,6,5.59
2008,61865138,2024,Rakuten,34,2,0,0,1,3,0,0,1,150,33.1,42,1,9,1,28,0,0,22,22,5.94
2009,93795159,2024,Nippon-Ham,16,0,0,1,1,1,0,0,0,61,15,7,1,8,1,15,0,0,4,2,1.2
