Player ID,Year,League,Team,Role,G,W,L,SV,HLD,HP,CG,SHO,WL%,BF,IP,H,HR,BB,HB,SO,WP,BK,R,ER,ERA,stint
51155155,2023,,YOMIURI,,12,5,5,0,0,0,0,0,0.5,281,69,70,5,13,4,64,0,0,27,26,3.39,1
51155155,2024,,YOMIURI,,21,1,7,0,1,1,0,0,0.125,291,75,66,8,10,2,43,1,0,28,26,3.12,1
51155155,2025,,YOMIURI,,10,4,3,0,0,0,1,1,0.571,232,60,51,5,5,1,44,0,0,13,12,1.8,1
51155157,2023,,SEIBU,,39,0,1,3,1,1,0,0,0,186,45.2,32,4,23,0,34,5,1,15,15,2.96,1
51155157,2024,,SEIBU,,6,1,4,0,0,0,1,1,0.2,139,32.1,30,3,12,0,13,0,0,12,10,2.78,1
51255157,2023,,HANSHIN,,9,1,2,0,0,1,0,0,0.333,66,16,14,2,5,0,10,0,0,11,8,4.5,1
51255157,2024,,HANSHIN,,33,0,1,0,4,4,0,0,0,142,35.2,26,1,5,2,22,1,1,7,3,0.76,1
51255157,2025,,HANSHIN,,5,1,0,0,0,0,0,0,1,77,19,22,0,2,0,8,2,0,7,7,3.32,1
51255159,2024,,SEIBU,,21,10,6,0,0,0,1,1,0.625,568,145.1,120,6,22,3,107,2,2,39,35,2.17,1
51255159,2025,,SEIBU,,3,1,1,0,0,0,0,0,0.5,75,18.2,15,1,6,0,14,0,0,7,7,3.38,1
51355134,2017,,YAKULT,,2,0,1,0,0,0,0,0,0,37,8,5,1,9,0,8,3,0,7,6,6.75,1
51355134,2018,,YAKULT,,29,3,2,0,10,13,0,0,0.6,128,26.2,27,5,22,3,25,1,0,22,21,7.09,1
51355134,2019,,YAKULT,,68,2,3,4,28,30,0,0,0.4,282,67.2,55,7,25,1,77,4,0,34,28,3.72,1
51355134,2020,,YAKULT,,42,5,2,0,12,17,0,0,0.714,175,42.1,37,6,17,0,35,1,0,18,17,3.61,1
51355134,2021,,YAKULT,,29,0,0,0,8,8,0,0,0,106,25.1,22,4,9,2,29,1,0,7,7,2.49,1
